,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,35180,consent.html,external-html,0,35285,0.0-0.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,,,,
1,2838,,image-button-response,1,38126,0.0-1.0,bbfn6ypxn5bgcdhu42ul,male,literal,check-1.png,1.0,check1,,,
2,3684,,image-button-response,2,41812,0.0-2.0,bbfn6ypxn5bgcdhu42ul,male,literal,check-2.png,2.0,check2,,,
3,41590,,instructions,3,83403,0.0-3.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,,"[{""page_index"":0,""viewing_time"":11770},{""page_index"":1,""viewing_time"":19751},{""page_index"":2,""viewing_time"":8704},{""page_index"":3,""viewing_time"":1364}]",,
4,42995,,html-slider-response,4,126400,0.0-4.0,bbfn6ypxn5bgcdhu42ul,male,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>",,trial,,50.0,
5,36057,,survey-text,5,162458,0.0-5.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,description,,,"{""Q0"":""He is suffering from Lymphoma and will need many medical treatments in the future.  His friend is raising money to help with the cost of treatment.""}"
6,5005,,survey-likert,6,167465,0.0-6.0-0.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,urgent,,,"{""Q0"":6}"
7,3374,,survey-likert,7,170841,0.0-6.0-1.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,sympathy,,,"{""Q0"":6}"
8,7592,,survey-text,8,178435,0.0-7.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,past-donations,,,"{""Q0"":""2""}"
9,2614,,survey-multi-choice,9,181051,0.0-8.0-0.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,2509,,survey-multi-choice,10,183562,0.0-8.0-1.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,ff-cancer,,,"{""Q0"":""No""}"
11,15212,,survey-multi-choice,11,198781,0.0-9.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$75,000 through $99,999"",""Q3"":""Yes""}"
12,4079,,survey-text,12,202861,0.0-10.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,age,,,"{""Q0"":""42""}"
13,19873,,survey-text,13,222736,0.0-11.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,purpose,,,"{""Q0"":""If a personal connection to the story will result in higher donations.""}"
14,4688,,survey-text,14,227424,0.0-12.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,feedback,,,"{""Q0"":""No""}"
15,40186,debrief.html,external-html,15,267965,0.0-13.0,bbfn6ypxn5bgcdhu42ul,male,literal,,,,,,
