,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,3531,consent.html,external-html,0,3966,0.0-0.0,l1ghlzrr072n53mfuk96,male,journey,,,,,,
1,2125,,image-button-response,1,6096,0.0-1.0,l1ghlzrr072n53mfuk96,male,journey,check-1.png,1.0,check1,,,
2,3864,,image-button-response,2,9963,0.0-2.0,l1ghlzrr072n53mfuk96,male,journey,check-2.png,2.0,check2,,,
3,12691,,instructions,3,22656,0.0-3.0,l1ghlzrr072n53mfuk96,male,journey,,,,"[{""page_index"":0,""viewing_time"":2396},{""page_index"":1,""viewing_time"":7821},{""page_index"":2,""viewing_time"":1541},{""page_index"":3,""viewing_time"":931}]",,
4,28917,,html-slider-response,4,51580,0.0-4.0,l1ghlzrr072n53mfuk96,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,30.0,
5,50398,,survey-text,5,101982,0.0-5.0,l1ghlzrr072n53mfuk96,male,journey,,,description,,,"{""Q0"":""he is dealing with some medical issues. he requires chemotherapy and it seems he needs money.""}"
6,7120,,survey-likert,6,109107,0.0-6.0-0.0,l1ghlzrr072n53mfuk96,male,journey,,,urgent,,,"{""Q0"":5}"
7,10907,,survey-likert,7,120018,0.0-6.0-1.0,l1ghlzrr072n53mfuk96,male,journey,,,sympathy,,,"{""Q0"":6}"
8,4735,,survey-text,8,124756,0.0-7.0,l1ghlzrr072n53mfuk96,male,journey,,,past-donations,,,"{""Q0"":""2""}"
9,3807,,survey-multi-choice,9,128567,0.0-8.0-0.0,l1ghlzrr072n53mfuk96,male,journey,,,ff-cancer,,,"{""Q0"":""No""}"
10,3094,,survey-multi-choice,10,131664,0.0-8.0-1.0,l1ghlzrr072n53mfuk96,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
11,8765,,survey-multi-choice,11,140439,0.0-9.0,l1ghlzrr072n53mfuk96,male,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,4571,,survey-text,12,145014,0.0-10.0,l1ghlzrr072n53mfuk96,male,journey,,,age,,,"{""Q0"":""30""}"
13,4414,,survey-text,13,149430,0.0-11.0,l1ghlzrr072n53mfuk96,male,journey,,,purpose,,,"{""Q0"":""none""}"
14,4078,,survey-text,14,153510,0.0-12.0,l1ghlzrr072n53mfuk96,male,journey,,,feedback,,,"{""Q0"":""no""}"
15,5212,debrief.html,external-html,15,159078,0.0-13.0,l1ghlzrr072n53mfuk96,male,journey,,,,,,
