,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,10587,consent.html,external-html,0,10686,0.0-0.0,2xwrfwgjtdegh9akkqgz,female,literal,,,,,,
1,2156,,image-button-response,1,12843,0.0-1.0,2xwrfwgjtdegh9akkqgz,female,literal,check-1.png,1.0,check1,,,
2,2741,,image-button-response,2,15586,0.0-2.0,2xwrfwgjtdegh9akkqgz,female,literal,check-2.png,2.0,check2,,,
3,11051,,instructions,3,26637,0.0-3.0,2xwrfwgjtdegh9akkqgz,female,literal,,,,"[{""page_index"":0,""viewing_time"":2098},{""page_index"":1,""viewing_time"":6200},{""page_index"":2,""viewing_time"":1750},{""page_index"":3,""viewing_time"":1002}]",,
4,16996,,html-slider-response,4,43635,0.0-4.0,2xwrfwgjtdegh9akkqgz,female,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>",,trial,,0.0,
5,29296,,survey-text,5,72932,0.0-5.0,2xwrfwgjtdegh9akkqgz,female,literal,,,description,,,"{""Q0"":""Jennifer had thyroid surgery, and then it was found out that she had lymphoma.  Her friend is raising money to help with medical expenses.""}"
6,6947,,survey-likert,6,79882,0.0-6.0-0.0,2xwrfwgjtdegh9akkqgz,female,literal,,,urgent,,,"{""Q0"":5}"
7,2461,,survey-likert,7,82347,0.0-6.0-1.0,2xwrfwgjtdegh9akkqgz,female,literal,,,sympathy,,,"{""Q0"":5}"
8,3182,,survey-text,8,85532,0.0-7.0,2xwrfwgjtdegh9akkqgz,female,literal,,,past-donations,,,"{""Q0"":""1""}"
9,2248,,survey-multi-choice,9,87782,0.0-8.0-0.0,2xwrfwgjtdegh9akkqgz,female,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,2294,,survey-multi-choice,10,90082,0.0-8.0-1.0,2xwrfwgjtdegh9akkqgz,female,literal,,,ff-cancer,,,"{""Q0"":""No""}"
11,7692,,survey-multi-choice,11,97784,0.0-9.0,2xwrfwgjtdegh9akkqgz,female,literal,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,3193,,survey-text,12,100981,0.0-10.0,2xwrfwgjtdegh9akkqgz,female,literal,,,age,,,"{""Q0"":""33""}"
13,4754,,survey-text,13,105737,0.0-11.0,2xwrfwgjtdegh9akkqgz,female,literal,,,purpose,,,"{""Q0"":""empathy""}"
14,1359,,survey-text,14,107097,0.0-12.0,2xwrfwgjtdegh9akkqgz,female,literal,,,feedback,,,"{""Q0"":""""}"
15,2819,debrief.html,external-html,15,110191,0.0-13.0,2xwrfwgjtdegh9akkqgz,female,literal,,,,,,
