,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,28026,consent.html,external-html,0,28122,0.0-0.0,qsmqlv2m9o4711crfh6w,female,journey,,,,,,
1,4114,,image-button-response,1,32249,0.0-1.0,qsmqlv2m9o4711crfh6w,female,journey,check-1.png,1.0,check1,,,
2,5383,,image-button-response,2,37645,0.0-2.0,qsmqlv2m9o4711crfh6w,female,journey,check-2.png,2.0,check2,,,
3,59254,,instructions,3,96904,0.0-3.0,qsmqlv2m9o4711crfh6w,female,journey,,,,"[{""page_index"":0,""viewing_time"":7221},{""page_index"":1,""viewing_time"":40757},{""page_index"":2,""viewing_time"":9353},{""page_index"":3,""viewing_time"":1921}]",,
4,51907,,html-slider-response,4,148826,0.0-4.0,qsmqlv2m9o4711crfh6w,female,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>",,trial,,20.0,
5,35088,,survey-text,5,183925,0.0-5.0,qsmqlv2m9o4711crfh6w,female,journey,,,description,,,"{""Q0"":""She has is diagnosed with cancer.""}"
6,18102,,survey-likert,6,202039,0.0-6.0-0.0,qsmqlv2m9o4711crfh6w,female,journey,,,sympathy,,,"{""Q0"":5}"
7,4337,,survey-likert,7,206383,0.0-6.0-1.0,qsmqlv2m9o4711crfh6w,female,journey,,,urgent,,,"{""Q0"":4}"
8,7335,,survey-text,8,213727,0.0-7.0,qsmqlv2m9o4711crfh6w,female,journey,,,past-donations,,,"{""Q0"":""2""}"
9,12850,,survey-multi-choice,9,226593,0.0-8.0-0.0,qsmqlv2m9o4711crfh6w,female,journey,,,ff-cancer,,,"{""Q0"":""Yes""}"
10,3555,,survey-multi-choice,10,230161,0.0-8.0-1.0,qsmqlv2m9o4711crfh6w,female,journey,,,self-cancer,,,"{""Q0"":""No""}"
11,19172,,survey-multi-choice,11,249379,0.0-9.0,qsmqlv2m9o4711crfh6w,female,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
12,5252,,survey-text,12,254637,0.0-10.0,qsmqlv2m9o4711crfh6w,female,journey,,,age,,,"{""Q0"":""37""}"
13,5177,,survey-text,13,259820,0.0-11.0,qsmqlv2m9o4711crfh6w,female,journey,,,purpose,,,"{""Q0"":""""}"
14,3218,,survey-text,14,263046,0.0-12.0,qsmqlv2m9o4711crfh6w,female,journey,,,feedback,,,"{""Q0"":""""}"
15,2820,debrief.html,external-html,15,265984,0.0-13.0,qsmqlv2m9o4711crfh6w,female,journey,,,,,,
