,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,4067,consent.html,external-html,0,4165,0.0-0.0,1ftzsv192qxk7qvdg735,female,journey,,,,,,
1,990,,image-button-response,1,5158,0.0-1.0,1ftzsv192qxk7qvdg735,female,journey,check-1.png,1.0,check1,,,
2,727,,image-button-response,2,5886,0.0-2.0,1ftzsv192qxk7qvdg735,female,journey,check-2.png,2.0,check2,,,
3,27183,,instructions,3,33070,0.0-3.0,1ftzsv192qxk7qvdg735,female,journey,,,,"[{""page_index"":0,""viewing_time"":954},{""page_index"":1,""viewing_time"":23606},{""page_index"":2,""viewing_time"":1834},{""page_index"":3,""viewing_time"":789}]",,
4,16302,,html-slider-response,4,49378,0.0-4.0,1ftzsv192qxk7qvdg735,female,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>",,trial,,20.0,
5,8244,,survey-text,5,57623,0.0-5.0,1ftzsv192qxk7qvdg735,female,journey,,,description,,,"{""Q0"":""She is a great person diagnosed with Lymphoma""}"
6,4753,,survey-likert,6,62380,0.0-6.0-0.0,1ftzsv192qxk7qvdg735,female,journey,,,urgent,,,"{""Q0"":4}"
7,1763,,survey-likert,7,64144,0.0-6.0-1.0,1ftzsv192qxk7qvdg735,female,journey,,,sympathy,,,"{""Q0"":3}"
8,2972,,survey-text,8,67117,0.0-7.0,1ftzsv192qxk7qvdg735,female,journey,,,past-donations,,,"{""Q0"":""0""}"
9,1776,,survey-multi-choice,9,68895,0.0-8.0-0.0,1ftzsv192qxk7qvdg735,female,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,1522,,survey-multi-choice,10,70419,0.0-8.0-1.0,1ftzsv192qxk7qvdg735,female,journey,,,ff-cancer,,,"{""Q0"":""No""}"
11,9221,,survey-multi-choice,11,79649,0.0-9.0,1ftzsv192qxk7qvdg735,female,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,2895,,survey-text,12,82545,0.0-10.0,1ftzsv192qxk7qvdg735,female,journey,,,age,,,"{""Q0"":""30""}"
13,1425,,survey-text,13,83973,0.0-11.0,1ftzsv192qxk7qvdg735,female,journey,,,purpose,,,"{""Q0"":""""}"
14,1257,,survey-text,14,85230,0.0-12.0,1ftzsv192qxk7qvdg735,female,journey,,,feedback,,,"{""Q0"":""""}"
15,10758,debrief.html,external-html,15,96132,0.0-13.0,1ftzsv192qxk7qvdg735,female,journey,,,,,,
