,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,14298,consent.html,external-html,0,14442,0.0-0.0,r7ltcg28vupah375nrwf,female,battle,,,,,,
1,2908,,image-button-response,1,17354,0.0-1.0,r7ltcg28vupah375nrwf,female,battle,check-1.png,1.0,check1,,,
2,4134,,image-button-response,2,21490,0.0-2.0,r7ltcg28vupah375nrwf,female,battle,check-2.png,2.0,check2,,,
3,37630,,instructions,3,59122,0.0-3.0,r7ltcg28vupah375nrwf,female,battle,,,,"[{""page_index"":0,""viewing_time"":6269},{""page_index"":1,""viewing_time"":21768},{""page_index"":2,""viewing_time"":8553},{""page_index"":3,""viewing_time"":1040}]",,
4,100701,,html-slider-response,4,159827,0.0-4.0,r7ltcg28vupah375nrwf,female,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>",,trial,,2.0,
5,182789,,survey-text,5,342619,0.0-5.0,r7ltcg28vupah375nrwf,female,battle,,,description,,,"{""Q0"":""Jennifer is struggling with a disease after surgery and needs treatment every month. However, it's difficult because the friend wants to help pay for the expenses and needs donations from others to pay for the expenses.""}"
6,8976,,survey-likert,6,351598,0.0-6.0-0.0,r7ltcg28vupah375nrwf,female,battle,,,sympathy,,,"{""Q0"":5}"
7,4178,,survey-likert,7,355779,0.0-6.0-1.0,r7ltcg28vupah375nrwf,female,battle,,,urgent,,,"{""Q0"":6}"
8,3860,,survey-text,8,359642,0.0-7.0,r7ltcg28vupah375nrwf,female,battle,,,past-donations,,,"{""Q0"":""0""}"
9,3530,,survey-multi-choice,9,363179,0.0-8.0-0.0,r7ltcg28vupah375nrwf,female,battle,,,ff-cancer,,,"{""Q0"":""No""}"
10,1796,,survey-multi-choice,10,364979,0.0-8.0-1.0,r7ltcg28vupah375nrwf,female,battle,,,self-cancer,,,"{""Q0"":""No""}"
11,7935,,survey-multi-choice,11,372924,0.0-9.0,r7ltcg28vupah375nrwf,female,battle,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
12,4004,,survey-text,12,376930,0.0-10.0,r7ltcg28vupah375nrwf,female,battle,,,age,,,"{""Q0"":""26""}"
13,20406,,survey-text,13,397339,0.0-11.0,r7ltcg28vupah375nrwf,female,battle,,,purpose,,,"{""Q0"":""how much I would donate to help someone""}"
14,3295,,survey-text,14,400635,0.0-12.0,r7ltcg28vupah375nrwf,female,battle,,,feedback,,,"{""Q0"":""none""}"
15,7053,debrief.html,external-html,15,407973,0.0-13.0,r7ltcg28vupah375nrwf,female,battle,,,,,,
