,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,6750,consent.html,external-html,0,6837,0.0-0.0,ujxx91qw110xdh8v0nsk,male,literal,,,,,,
1,1608,,image-button-response,1,8450,0.0-1.0,ujxx91qw110xdh8v0nsk,male,literal,check-1.png,1.0,check1,,,
2,2481,,image-button-response,2,10933,0.0-2.0,ujxx91qw110xdh8v0nsk,male,literal,check-2.png,2.0,check2,,,
3,18698,,instructions,3,29634,0.0-3.0,ujxx91qw110xdh8v0nsk,male,literal,,,,"[{""page_index"":0,""viewing_time"":4544},{""page_index"":1,""viewing_time"":9998},{""page_index"":2,""viewing_time"":3029},{""page_index"":3,""viewing_time"":1126}]",,
4,24100,,html-slider-response,4,53736,0.0-4.0,ujxx91qw110xdh8v0nsk,male,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>",,trial,,50.0,
5,46531,,survey-text,5,100270,0.0-5.0,ujxx91qw110xdh8v0nsk,male,literal,,,description,,,"{""Q0"":""Jason suffers from Lymphoma, and will have to chemotherapy and potentially local radiation in the coming months. He faces many months of difficult treatments, but his friends are hopeful about his prognoses. ""}"
6,5077,,survey-likert,6,105349,0.0-6.0-0.0,ujxx91qw110xdh8v0nsk,male,literal,,,urgent,,,"{""Q0"":6}"
7,1989,,survey-likert,7,107340,0.0-6.0-1.0,ujxx91qw110xdh8v0nsk,male,literal,,,sympathy,,,"{""Q0"":6}"
8,2990,,survey-text,8,110333,0.0-7.0,ujxx91qw110xdh8v0nsk,male,literal,,,past-donations,,,"{""Q0"":""0""}"
9,2063,,survey-multi-choice,9,112400,0.0-8.0-0.0,ujxx91qw110xdh8v0nsk,male,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,2067,,survey-multi-choice,10,114471,0.0-8.0-1.0,ujxx91qw110xdh8v0nsk,male,literal,,,ff-cancer,,,"{""Q0"":""No""}"
11,8334,,survey-multi-choice,11,122813,0.0-9.0,ujxx91qw110xdh8v0nsk,male,literal,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,2544,,survey-text,12,125359,0.0-10.0,ujxx91qw110xdh8v0nsk,male,literal,,,age,,,"{""Q0"":""28""}"
13,2966,,survey-text,13,128328,0.0-11.0,ujxx91qw110xdh8v0nsk,male,literal,,,purpose,,,"{""Q0"":""""}"
14,1079,,survey-text,14,129409,0.0-12.0,ujxx91qw110xdh8v0nsk,male,literal,,,feedback,,,"{""Q0"":""""}"
15,3430,debrief.html,external-html,15,133064,0.0-13.0,ujxx91qw110xdh8v0nsk,male,literal,,,,,,
