,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,6195,consent.html,external-html,0,6207,0.0-0.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,,,,
1,1715,,image-button-response,1,7924,0.0-1.0,tqy9zqtw2ydr3ajdxjch,male,journey,check-1.png,2.0,check1,,,
2,2119,,image-button-response,2,10045,0.0-2.0,tqy9zqtw2ydr3ajdxjch,male,journey,check-2.png,2.0,check2,,,
3,59119,,instructions,3,69164,0.0-3.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,,"[{""page_index"":0,""viewing_time"":16409},{""page_index"":1,""viewing_time"":3349},{""page_index"":2,""viewing_time"":37099},{""page_index"":3,""viewing_time"":2261}]",,
4,21437,,html-slider-response,4,90604,0.0-4.0,tqy9zqtw2ydr3ajdxjch,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,49.0,
5,93609,,survey-text,5,184214,0.0-5.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,description,,,"{""Q0"":""wow very nice to meet them.""}"
6,4167,,survey-likert,6,188384,0.0-6.0-0.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,urgent,,,"{""Q0"":5}"
7,5268,,survey-likert,7,193653,0.0-6.0-1.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,sympathy,,,"{""Q0"":6}"
8,8858,,survey-text,8,202512,0.0-7.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,past-donations,,,"{""Q0"":""2""}"
9,6379,,survey-multi-choice,9,208893,0.0-8.0-0.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,3298,,survey-multi-choice,10,212194,0.0-8.0-1.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,ff-cancer,,,"{""Q0"":""No""}"
11,12044,,survey-multi-choice,11,224244,0.0-9.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,7579,,survey-text,12,231824,0.0-10.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,age,,,"{""Q0"":""29""}"
13,11017,,survey-text,13,242843,0.0-11.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,purpose,,,"{""Q0"":""very nice""}"
14,6459,,survey-text,14,249303,0.0-12.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,feedback,,,"{""Q0"":""wow""}"
15,6426,debrief.html,external-html,15,255964,0.0-13.0,tqy9zqtw2ydr3ajdxjch,male,journey,,,,,,
