,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,7010,consent.html,external-html,0,7110,0.0-0.0,wxc5enwztkpp9z6r57cd,male,journey,,,,,,
1,3859,,image-button-response,1,10970,0.0-1.0,wxc5enwztkpp9z6r57cd,male,journey,check-1.png,1.0,check1,,,
2,2599,,image-button-response,2,13570,0.0-2.0,wxc5enwztkpp9z6r57cd,male,journey,check-2.png,2.0,check2,,,
3,3263,,instructions,3,16834,0.0-3.0,wxc5enwztkpp9z6r57cd,male,journey,,,,"[{""page_index"":0,""viewing_time"":1152},{""page_index"":1,""viewing_time"":783},{""page_index"":2,""viewing_time"":744},{""page_index"":3,""viewing_time"":584}]",,
4,5718,,html-slider-response,4,22555,0.0-4.0,wxc5enwztkpp9z6r57cd,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,23.0,
5,4231,,survey-text,5,26787,0.0-5.0,wxc5enwztkpp9z6r57cd,male,journey,,,description,,,"{""Q0"":""its bad""}"
6,1872,,survey-likert,6,28660,0.0-6.0-0.0,wxc5enwztkpp9z6r57cd,male,journey,,,sympathy,,,"{""Q0"":3}"
7,2453,,survey-likert,7,31115,0.0-6.0-1.0,wxc5enwztkpp9z6r57cd,male,journey,,,urgent,,,"{""Q0"":3}"
8,7686,,survey-text,8,38803,0.0-7.0,wxc5enwztkpp9z6r57cd,male,journey,,,past-donations,,,"{""Q0"":""yes""}"
9,2179,,survey-multi-choice,9,40987,0.0-8.0-0.0,wxc5enwztkpp9z6r57cd,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,1382,,survey-multi-choice,10,42371,0.0-8.0-1.0,wxc5enwztkpp9z6r57cd,male,journey,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,5845,,survey-multi-choice,11,48220,0.0-9.0,wxc5enwztkpp9z6r57cd,male,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,2934,,survey-text,12,51155,0.0-10.0,wxc5enwztkpp9z6r57cd,male,journey,,,age,,,"{""Q0"":""26""}"
13,1511,,survey-text,13,52667,0.0-11.0,wxc5enwztkpp9z6r57cd,male,journey,,,purpose,,,"{""Q0"":""""}"
14,919,,survey-text,14,53586,0.0-12.0,wxc5enwztkpp9z6r57cd,male,journey,,,feedback,,,"{""Q0"":""""}"
15,2737,debrief.html,external-html,15,56852,0.0-13.0,wxc5enwztkpp9z6r57cd,male,journey,,,,,,
