,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,4589,consent.html,external-html,0,4681,0.0-0.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,,,,
1,1387,,image-button-response,1,6072,0.0-1.0,bp7oqr8tcczfuwkq1t3w,female,journey,check-1.png,1.0,check1,,,
2,1386,,image-button-response,2,7460,0.0-2.0,bp7oqr8tcczfuwkq1t3w,female,journey,check-2.png,2.0,check2,,,
3,4525,,instructions,3,11985,0.0-3.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,,"[{""page_index"":0,""viewing_time"":907},{""page_index"":1,""viewing_time"":937},{""page_index"":2,""viewing_time"":1791},{""page_index"":3,""viewing_time"":888}]",,
4,5940,,html-slider-response,4,17926,0.0-4.0,bp7oqr8tcczfuwkq1t3w,female,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>",,trial,,50.0,
5,63066,,survey-text,5,80994,0.0-5.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,description,,,"{""Q0"":""Jennifer has stage 2 lymphoma and needs chemotherapy and many hospital trips. She needs money raised to pay for her treatments and they are raising money for her.""}"
6,5028,,survey-likert,6,86024,0.0-6.0-0.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,sympathy,,,"{""Q0"":6}"
7,6385,,survey-likert,7,92410,0.0-6.0-1.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,urgent,,,"{""Q0"":6}"
8,3285,,survey-text,8,95696,0.0-7.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,past-donations,,,"{""Q0"":""3""}"
9,1999,,survey-multi-choice,9,97697,0.0-8.0-0.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,7978,,survey-multi-choice,10,105677,0.0-8.0-1.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,6831,,survey-multi-choice,11,112515,0.0-9.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
12,2829,,survey-text,12,115344,0.0-10.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,age,,,"{""Q0"":""42""}"
13,8825,,survey-text,13,124170,0.0-11.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,purpose,,,"{""Q0"":""See how you feel about a moving ad.""}"
14,1897,,survey-text,14,126068,0.0-12.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,feedback,,,"{""Q0"":""""}"
15,2852,debrief.html,external-html,15,129164,0.0-13.0,bp7oqr8tcczfuwkq1t3w,female,journey,,,,,,
