,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,55803,consent.html,external-html,0,56590,0.0-0.0,s60x86gp3w43mq4byugy,female,journey,,,,,,
1,3180,,image-button-response,1,59776,0.0-1.0,s60x86gp3w43mq4byugy,female,journey,check-1.png,1.0,check1,,,
2,4362,,image-button-response,2,64144,0.0-2.0,s60x86gp3w43mq4byugy,female,journey,check-2.png,2.0,check2,,,
3,31615,,instructions,3,95761,0.0-3.0,s60x86gp3w43mq4byugy,female,journey,,,,"[{""page_index"":0,""viewing_time"":6169},{""page_index"":1,""viewing_time"":16463},{""page_index"":2,""viewing_time"":7225},{""page_index"":3,""viewing_time"":1755}]",,
4,228564,,html-slider-response,4,324337,0.0-4.0,s60x86gp3w43mq4byugy,female,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>",,trial,,5.0,
5,60729,,survey-text,5,385072,0.0-5.0,s60x86gp3w43mq4byugy,female,journey,,,description,,,"{""Q0"":""She was diagnosed with lymphoma after thyroid surgery. She needs financial help while she battles it.""}"
6,7609,,survey-likert,6,392687,0.0-6.0-0.0,s60x86gp3w43mq4byugy,female,journey,,,sympathy,,,"{""Q0"":5}"
7,6275,,survey-likert,7,398967,0.0-6.0-1.0,s60x86gp3w43mq4byugy,female,journey,,,urgent,,,"{""Q0"":6}"
8,4508,,survey-text,8,403480,0.0-7.0,s60x86gp3w43mq4byugy,female,journey,,,past-donations,,,"{""Q0"":""0""}"
9,11911,,survey-multi-choice,9,415400,0.0-8.0-0.0,s60x86gp3w43mq4byugy,female,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,4099,,survey-multi-choice,10,419506,0.0-8.0-1.0,s60x86gp3w43mq4byugy,female,journey,,,ff-cancer,,,"{""Q0"":""No""}"
11,52650,,survey-multi-choice,11,472181,0.0-9.0,s60x86gp3w43mq4byugy,female,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
12,6451,,survey-text,12,478637,0.0-10.0,s60x86gp3w43mq4byugy,female,journey,,,age,,,"{""Q0"":""57""}"
13,6323,,survey-text,13,484964,0.0-11.0,s60x86gp3w43mq4byugy,female,journey,,,purpose,,,"{""Q0"":""""}"
14,4391,,survey-text,14,489358,0.0-12.0,s60x86gp3w43mq4byugy,female,journey,,,feedback,,,"{""Q0"":""ty""}"
15,18404,debrief.html,external-html,15,514199,0.0-13.0,s60x86gp3w43mq4byugy,female,journey,,,,,,
