,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,60690,consent.html,external-html,0,61334,0.0-0.0,a58khfrpp7w12764dfkw,male,literal,,,,,,
1,4164,,image-button-response,1,65506,0.0-1.0,a58khfrpp7w12764dfkw,male,literal,check-1.png,1.0,check1,,,
2,5810,,image-button-response,2,71320,0.0-2.0,a58khfrpp7w12764dfkw,male,literal,check-2.png,2.0,check2,,,
3,55567,,instructions,3,126889,0.0-3.0,a58khfrpp7w12764dfkw,male,literal,,,,"[{""page_index"":0,""viewing_time"":17599},{""page_index"":1,""viewing_time"":26734},{""page_index"":2,""viewing_time"":9505},{""page_index"":3,""viewing_time"":1727}]",,
4,110594,,html-slider-response,4,237489,0.0-4.0,a58khfrpp7w12764dfkw,male,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>",,trial,,45.0,
5,27883,,survey-text,5,265376,0.0-5.0,a58khfrpp7w12764dfkw,male,literal,,,description,,,"{""Q0"":""A very serious situation that needs urgent attention.""}"
6,11732,,survey-likert,6,277113,0.0-6.0-0.0,a58khfrpp7w12764dfkw,male,literal,,,sympathy,,,"{""Q0"":6}"
7,7299,,survey-likert,7,284418,0.0-6.0-1.0,a58khfrpp7w12764dfkw,male,literal,,,urgent,,,"{""Q0"":6}"
8,6074,,survey-text,8,290496,0.0-7.0,a58khfrpp7w12764dfkw,male,literal,,,past-donations,,,"{""Q0"":""11""}"
9,5338,,survey-multi-choice,9,295842,0.0-8.0-0.0,a58khfrpp7w12764dfkw,male,literal,,,ff-cancer,,,"{""Q0"":""Yes""}"
10,3400,,survey-multi-choice,10,299249,0.0-8.0-1.0,a58khfrpp7w12764dfkw,male,literal,,,self-cancer,,,"{""Q0"":""No""}"
11,18214,,survey-multi-choice,11,317499,0.0-9.0,a58khfrpp7w12764dfkw,male,literal,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
12,5497,,survey-text,12,323001,0.0-10.0,a58khfrpp7w12764dfkw,male,literal,,,age,,,"{""Q0"":""58""}"
13,2629,,survey-text,13,325633,0.0-11.0,a58khfrpp7w12764dfkw,male,literal,,,purpose,,,"{""Q0"":""""}"
14,1309,,survey-text,14,326944,0.0-12.0,a58khfrpp7w12764dfkw,male,literal,,,feedback,,,"{""Q0"":""""}"
15,16892,debrief.html,external-html,15,345282,0.0-13.0,a58khfrpp7w12764dfkw,male,literal,,,,,,
