,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,13380,consent.html,external-html,0,13482,0.0-0.0,nv6mc5p2ceft7sylq4l1,female,literal,,,,,,
1,2586,,image-button-response,1,16071,0.0-1.0,nv6mc5p2ceft7sylq4l1,female,literal,check-1.png,1.0,check1,,,
2,3453,,image-button-response,2,19526,0.0-2.0,nv6mc5p2ceft7sylq4l1,female,literal,check-2.png,2.0,check2,,,
3,43206,,instructions,3,62733,0.0-3.0,nv6mc5p2ceft7sylq4l1,female,literal,,,,"[{""page_index"":0,""viewing_time"":7127},{""page_index"":1,""viewing_time"":22334},{""page_index"":2,""viewing_time"":12136},{""page_index"":3,""viewing_time"":1608}]",,
4,39005,,html-slider-response,4,101739,0.0-4.0,nv6mc5p2ceft7sylq4l1,female,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>",,trial,,35.0,
5,49077,,survey-text,5,150818,0.0-5.0,nv6mc5p2ceft7sylq4l1,female,literal,,,description,,,"{""Q0"":""Someone that is down on their luck. She has been diagnosed with cancer and is financial trouble. ""}"
6,10103,,survey-likert,6,160922,0.0-6.0-0.0,nv6mc5p2ceft7sylq4l1,female,literal,,,urgent,,,"{""Q0"":5}"
7,2631,,survey-likert,7,163554,0.0-6.0-1.0,nv6mc5p2ceft7sylq4l1,female,literal,,,sympathy,,,"{""Q0"":5}"
8,4118,,survey-text,8,167673,0.0-7.0,nv6mc5p2ceft7sylq4l1,female,literal,,,past-donations,,,"{""Q0"":""3""}"
9,4445,,survey-multi-choice,9,172122,0.0-8.0-0.0,nv6mc5p2ceft7sylq4l1,female,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,3509,,survey-multi-choice,10,175633,0.0-8.0-1.0,nv6mc5p2ceft7sylq4l1,female,literal,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,12391,,survey-multi-choice,11,188033,0.0-9.0,nv6mc5p2ceft7sylq4l1,female,literal,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
12,3565,,survey-text,12,191600,0.0-10.0,nv6mc5p2ceft7sylq4l1,female,literal,,,age,,,"{""Q0"":""50""}"
13,15534,,survey-text,13,207136,0.0-11.0,nv6mc5p2ceft7sylq4l1,female,literal,,,purpose,,,"{""Q0"":""I believe you were testing empathy.""}"
14,2112,,survey-text,14,209248,0.0-12.0,nv6mc5p2ceft7sylq4l1,female,literal,,,feedback,,,"{""Q0"":""""}"
15,6598,debrief.html,external-html,15,216233,0.0-13.0,nv6mc5p2ceft7sylq4l1,female,literal,,,,,,
