,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,10101,consent.html,external-html,0,10284,0.0-0.0,j0xoylbzgja7fte3kpk2,female,battle,,,,,,
1,1960,,image-button-response,1,12249,0.0-1.0,j0xoylbzgja7fte3kpk2,female,battle,check-1.png,1.0,check1,,,
2,2554,,image-button-response,2,14810,0.0-2.0,j0xoylbzgja7fte3kpk2,female,battle,check-2.png,2.0,check2,,,
3,27438,,instructions,3,42249,0.0-3.0,j0xoylbzgja7fte3kpk2,female,battle,,,,"[{""page_index"":0,""viewing_time"":5735},{""page_index"":1,""viewing_time"":15318},{""page_index"":2,""viewing_time"":3800},{""page_index"":3,""viewing_time"":2583}]",,
4,38915,,html-slider-response,4,81170,0.0-4.0,j0xoylbzgja7fte3kpk2,female,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>",,trial,,25.0,
5,20992,,survey-text,5,102171,0.0-5.0,j0xoylbzgja7fte3kpk2,female,battle,,,description,,,"{""Q0"":""Jennifer is battling cancer and it is an ongoing and taxing battle.""}"
6,6229,,survey-likert,6,108405,0.0-6.0-0.0,j0xoylbzgja7fte3kpk2,female,battle,,,urgent,,,"{""Q0"":4}"
7,3314,,survey-likert,7,111734,0.0-6.0-1.0,j0xoylbzgja7fte3kpk2,female,battle,,,sympathy,,,"{""Q0"":5}"
8,3372,,survey-text,8,115120,0.0-7.0,j0xoylbzgja7fte3kpk2,female,battle,,,past-donations,,,"{""Q0"":""2""}"
9,6318,,survey-multi-choice,9,121443,0.0-8.0-0.0,j0xoylbzgja7fte3kpk2,female,battle,,,ff-cancer,,,"{""Q0"":""Yes""}"
10,2660,,survey-multi-choice,10,124108,0.0-8.0-1.0,j0xoylbzgja7fte3kpk2,female,battle,,,self-cancer,,,"{""Q0"":""No""}"
11,9044,,survey-multi-choice,11,133179,0.0-9.0,j0xoylbzgja7fte3kpk2,female,battle,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
12,2577,,survey-text,12,135772,0.0-10.0,j0xoylbzgja7fte3kpk2,female,battle,,,age,,,"{""Q0"":""21""}"
13,26744,,survey-text,13,162521,0.0-11.0,j0xoylbzgja7fte3kpk2,female,battle,,,purpose,,,"{""Q0"":""Generosity and will to give to those in need""}"
14,3192,,survey-text,14,165716,0.0-12.0,j0xoylbzgja7fte3kpk2,female,battle,,,feedback,,,"{""Q0"":""""}"
15,3174,debrief.html,external-html,15,169203,0.0-13.0,j0xoylbzgja7fte3kpk2,female,battle,,,,,,
