,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,30671,consent.html,external-html,0,30766,0.0-0.0,2rnfh6u33ccguo0bjxc7,female,journey,,,,,,
1,2763,,image-button-response,1,33535,0.0-1.0,2rnfh6u33ccguo0bjxc7,female,journey,check-1.png,1.0,check1,,,
2,3781,,image-button-response,2,37318,0.0-2.0,2rnfh6u33ccguo0bjxc7,female,journey,check-2.png,2.0,check2,,,
3,30368,,instructions,3,67687,0.0-3.0,2rnfh6u33ccguo0bjxc7,female,journey,,,,"[{""page_index"":0,""viewing_time"":6303},{""page_index"":1,""viewing_time"":19480},{""page_index"":2,""viewing_time"":3632},{""page_index"":3,""viewing_time"":952}]",,
4,50037,,html-slider-response,4,117727,0.0-4.0,2rnfh6u33ccguo0bjxc7,female,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>",,trial,,50.0,
5,49692,,survey-text,5,167420,0.0-5.0,2rnfh6u33ccguo0bjxc7,female,journey,,,description,,,"{""Q0"":""Jennifer is suffering from lymphoma and one of her close friends started a campaign to raise money to help pay for all the costs as she recovers.  ""}"
6,6761,,survey-likert,6,174183,0.0-6.0-0.0,2rnfh6u33ccguo0bjxc7,female,journey,,,urgent,,,"{""Q0"":3}"
7,3781,,survey-likert,7,177967,0.0-6.0-1.0,2rnfh6u33ccguo0bjxc7,female,journey,,,sympathy,,,"{""Q0"":4}"
8,14406,,survey-text,8,192374,0.0-7.0,2rnfh6u33ccguo0bjxc7,female,journey,,,past-donations,,,"{""Q0"":""6""}"
9,3357,,survey-multi-choice,9,195735,0.0-8.0-0.0,2rnfh6u33ccguo0bjxc7,female,journey,,,ff-cancer,,,"{""Q0"":""Yes""}"
10,1933,,survey-multi-choice,10,197670,0.0-8.0-1.0,2rnfh6u33ccguo0bjxc7,female,journey,,,self-cancer,,,"{""Q0"":""No""}"
11,11767,,survey-multi-choice,11,209447,0.0-9.0,2rnfh6u33ccguo0bjxc7,female,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
12,3468,,survey-text,12,212918,0.0-10.0,2rnfh6u33ccguo0bjxc7,female,journey,,,age,,,"{""Q0"":""33""}"
13,51522,,survey-text,13,264441,0.0-11.0,2rnfh6u33ccguo0bjxc7,female,journey,,,purpose,,,"{""Q0"":""To see how perceptions of an individual's situation reflects in someone's willingness to donate to their cause.  ""}"
14,12271,,survey-text,14,276713,0.0-12.0,2rnfh6u33ccguo0bjxc7,female,journey,,,feedback,,,"{""Q0"":""""}"
15,45044,debrief.html,external-html,15,322019,0.0-13.0,2rnfh6u33ccguo0bjxc7,female,journey,,,,,,
