,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,7082,consent.html,external-html,0,7168,0.0-0.0,boeh9mw42eomlql2yd59,male,journey,,,,,,
1,1776,,image-button-response,1,8949,0.0-1.0,boeh9mw42eomlql2yd59,male,journey,check-1.png,1.0,check1,,,
2,2213,,image-button-response,2,11165,0.0-2.0,boeh9mw42eomlql2yd59,male,journey,check-2.png,2.0,check2,,,
3,24966,,instructions,3,36133,0.0-3.0,boeh9mw42eomlql2yd59,male,journey,,,,"[{""page_index"":0,""viewing_time"":3354},{""page_index"":1,""viewing_time"":17586},{""page_index"":2,""viewing_time"":2983},{""page_index"":3,""viewing_time"":1042}]",,
4,32438,,html-slider-response,4,68573,0.0-4.0,boeh9mw42eomlql2yd59,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,25.0,
5,26910,,survey-text,5,95485,0.0-5.0,boeh9mw42eomlql2yd59,male,journey,,,description,,,"{""Q0"":""He has cancer and is very sick, hopefully he will pull through, but it is a bad situation.""}"
6,6647,,survey-likert,6,102135,0.0-6.0-0.0,boeh9mw42eomlql2yd59,male,journey,,,urgent,,,"{""Q0"":4}"
7,2306,,survey-likert,7,104443,0.0-6.0-1.0,boeh9mw42eomlql2yd59,male,journey,,,sympathy,,,"{""Q0"":4}"
8,2761,,survey-text,8,107206,0.0-7.0,boeh9mw42eomlql2yd59,male,journey,,,past-donations,,,"{""Q0"":""0""}"
9,2953,,survey-multi-choice,9,110167,0.0-8.0-0.0,boeh9mw42eomlql2yd59,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,4117,,survey-multi-choice,10,114286,0.0-8.0-1.0,boeh9mw42eomlql2yd59,male,journey,,,ff-cancer,,,"{""Q0"":""No""}"
11,12390,,survey-multi-choice,11,126683,0.0-9.0,boeh9mw42eomlql2yd59,male,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
12,2077,,survey-text,12,128764,0.0-10.0,boeh9mw42eomlql2yd59,male,journey,,,age,,,"{""Q0"":""20""}"
13,18158,,survey-text,13,146923,0.0-11.0,boeh9mw42eomlql2yd59,male,journey,,,purpose,,,"{""Q0"":""To see how generous people are when given the chance to get free money.""}"
14,4480,,survey-text,14,151405,0.0-12.0,boeh9mw42eomlql2yd59,male,journey,,,feedback,,,"{""Q0"":""""}"
15,17857,debrief.html,external-html,15,169469,0.0-13.0,boeh9mw42eomlql2yd59,male,journey,,,,,,
