,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,2875,consent.html,external-html,0,2980,0.0-0.0,z1gvos77g2lpz8xwz4o0,male,journey,,,,,,
1,2739,,image-button-response,1,5722,0.0-1.0,z1gvos77g2lpz8xwz4o0,male,journey,check-1.png,1.0,check1,,,
2,3150,,image-button-response,2,8873,0.0-2.0,z1gvos77g2lpz8xwz4o0,male,journey,check-2.png,2.0,check2,,,
3,42689,,instructions,3,51563,0.0-3.0,z1gvos77g2lpz8xwz4o0,male,journey,,,,"[{""page_index"":0,""viewing_time"":3087},{""page_index"":1,""viewing_time"":35844},{""page_index"":2,""viewing_time"":2581},{""page_index"":3,""viewing_time"":1176}]",,
4,65279,,html-slider-response,4,116845,0.0-4.0,z1gvos77g2lpz8xwz4o0,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,50.0,
5,25328,,survey-text,5,142175,0.0-5.0,z1gvos77g2lpz8xwz4o0,male,journey,,,description,,,"{""Q0"":""He has thyroid cancer and needs help paying medical bills.  He needs to have surgery and chemotherapy.""}"
6,23395,,survey-likert,6,165571,0.0-6.0-0.0,z1gvos77g2lpz8xwz4o0,male,journey,,,sympathy,,,"{""Q0"":5}"
7,3176,,survey-likert,7,168753,0.0-6.0-1.0,z1gvos77g2lpz8xwz4o0,male,journey,,,urgent,,,"{""Q0"":5}"
8,5359,,survey-text,8,174116,0.0-7.0,z1gvos77g2lpz8xwz4o0,male,journey,,,past-donations,,,"{""Q0"":""24""}"
9,2420,,survey-multi-choice,9,176539,0.0-8.0-0.0,z1gvos77g2lpz8xwz4o0,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,3198,,survey-multi-choice,10,179743,0.0-8.0-1.0,z1gvos77g2lpz8xwz4o0,male,journey,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,6463,,survey-multi-choice,11,186215,0.0-9.0,z1gvos77g2lpz8xwz4o0,male,journey,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
12,3307,,survey-text,12,189526,0.0-10.0,z1gvos77g2lpz8xwz4o0,male,journey,,,age,,,"{""Q0"":""34""}"
13,6179,,survey-text,13,195706,0.0-11.0,z1gvos77g2lpz8xwz4o0,male,journey,,,purpose,,,"{""Q0"":""altruism""}"
14,1391,,survey-text,14,197098,0.0-12.0,z1gvos77g2lpz8xwz4o0,male,journey,,,feedback,,,"{""Q0"":""""}"
15,12653,debrief.html,external-html,15,210337,0.0-13.0,z1gvos77g2lpz8xwz4o0,male,journey,,,,,,
