,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,6759,consent.html,external-html,0,6849,0.0-0.0,xvlrl4q90ajxrzq67ady,female,literal,,,,,,
1,2229,,image-button-response,1,9079,0.0-1.0,xvlrl4q90ajxrzq67ady,female,literal,check-1.png,1.0,check1,,,
2,3818,,image-button-response,2,12898,0.0-2.0,xvlrl4q90ajxrzq67ady,female,literal,check-2.png,2.0,check2,,,
3,29140,,instructions,3,42039,0.0-3.0,xvlrl4q90ajxrzq67ady,female,literal,,,,"[{""page_index"":0,""viewing_time"":8337},{""page_index"":1,""viewing_time"":12764},{""page_index"":2,""viewing_time"":6500},{""page_index"":3,""viewing_time"":1538}]",,
4,32726,,html-slider-response,4,74768,0.0-4.0,xvlrl4q90ajxrzq67ady,female,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>",,trial,,20.0,
5,50291,,survey-text,5,125060,0.0-5.0,xvlrl4q90ajxrzq67ady,female,literal,,,description,,,"{""Q0"":""A nice woman is suffering from Lymphoma and her friend organized a donation she needs for chemotherapy. She is a hardworking, friendly woman who really needs help.""}"
6,9446,,survey-likert,6,134508,0.0-6.0-0.0,xvlrl4q90ajxrzq67ady,female,literal,,,sympathy,,,"{""Q0"":3}"
7,5150,,survey-likert,7,139662,0.0-6.0-1.0,xvlrl4q90ajxrzq67ady,female,literal,,,urgent,,,"{""Q0"":2}"
8,4678,,survey-text,8,144342,0.0-7.0,xvlrl4q90ajxrzq67ady,female,literal,,,past-donations,,,"{""Q0"":""2""}"
9,4302,,survey-multi-choice,9,148647,0.0-8.0-0.0,xvlrl4q90ajxrzq67ady,female,literal,,,ff-cancer,,,"{""Q0"":""No""}"
10,1955,,survey-multi-choice,10,150605,0.0-8.0-1.0,xvlrl4q90ajxrzq67ady,female,literal,,,self-cancer,,,"{""Q0"":""No""}"
11,11145,,survey-multi-choice,11,161760,0.0-9.0,xvlrl4q90ajxrzq67ady,female,literal,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,4782,,survey-text,12,166543,0.0-10.0,xvlrl4q90ajxrzq67ady,female,literal,,,age,,,"{""Q0"":""23""}"
13,54372,,survey-text,13,220916,0.0-11.0,xvlrl4q90ajxrzq67ady,female,literal,,,purpose,,,"{""Q0"":""how much you would donate towards someone's cause based on their post.""}"
14,1980,,survey-text,14,222900,0.0-12.0,xvlrl4q90ajxrzq67ady,female,literal,,,feedback,,,"{""Q0"":""""}"
15,15705,debrief.html,external-html,15,238868,0.0-13.0,xvlrl4q90ajxrzq67ady,female,literal,,,,,,
