,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,7457,consent.html,external-html,0,7569,0.0-0.0,djd27bwmk6fr5vfbkqjl,male,journey,,,,,,
1,2986,,image-button-response,1,10563,0.0-1.0,djd27bwmk6fr5vfbkqjl,male,journey,check-1.png,1.0,check1,,,
2,3872,,image-button-response,2,14438,0.0-2.0,djd27bwmk6fr5vfbkqjl,male,journey,check-2.png,2.0,check2,,,
3,22634,,instructions,3,37075,0.0-3.0,djd27bwmk6fr5vfbkqjl,male,journey,,,,"[{""page_index"":0,""viewing_time"":4191},{""page_index"":1,""viewing_time"":13856},{""page_index"":2,""viewing_time"":3430},{""page_index"":3,""viewing_time"":1156}]",,
4,22984,,html-slider-response,4,60064,0.0-4.0,djd27bwmk6fr5vfbkqjl,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,10.0,
5,28027,,survey-text,5,88093,0.0-5.0,djd27bwmk6fr5vfbkqjl,male,journey,,,description,,,"{""Q0"":""He is going through a lot with his cancer treatment.  It really takes a lot out of him.""}"
6,5551,,survey-likert,6,93649,0.0-6.0-0.0,djd27bwmk6fr5vfbkqjl,male,journey,,,sympathy,,,"{""Q0"":6}"
7,3969,,survey-likert,7,97621,0.0-6.0-1.0,djd27bwmk6fr5vfbkqjl,male,journey,,,urgent,,,"{""Q0"":6}"
8,3449,,survey-text,8,101073,0.0-7.0,djd27bwmk6fr5vfbkqjl,male,journey,,,past-donations,,,"{""Q0"":""2""}"
9,2475,,survey-multi-choice,9,103553,0.0-8.0-0.0,djd27bwmk6fr5vfbkqjl,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,2057,,survey-multi-choice,10,105616,0.0-8.0-1.0,djd27bwmk6fr5vfbkqjl,male,journey,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,15177,,survey-multi-choice,11,120811,0.0-9.0,djd27bwmk6fr5vfbkqjl,male,journey,,,demographics,,,"{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
12,3650,,survey-text,12,124465,0.0-10.0,djd27bwmk6fr5vfbkqjl,male,journey,,,age,,,"{""Q0"":""53""}"
13,11982,,survey-text,13,136450,0.0-11.0,djd27bwmk6fr5vfbkqjl,male,journey,,,purpose,,,"{""Q0"":""How charitable we are.""}"
14,5673,,survey-text,14,142124,0.0-12.0,djd27bwmk6fr5vfbkqjl,male,journey,,,feedback,,,"{""Q0"":""No, thank you.""}"
15,7135,debrief.html,external-html,15,149599,0.0-13.0,djd27bwmk6fr5vfbkqjl,male,journey,,,,,,
