,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,12291,consent.html,external-html,0,12600,0.0-0.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,,,,
1,6494,,image-button-response,1,19100,0.0-1.0,mrf0sl8vrwaqtg9eov4o,male,literal,check-1.png,1.0,check1,,,
2,4213,,image-button-response,2,23316,0.0-2.0,mrf0sl8vrwaqtg9eov4o,male,literal,check-2.png,2.0,check2,,,
3,44874,,instructions,3,68191,0.0-3.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,,"[{""page_index"":0,""viewing_time"":6929},{""page_index"":1,""viewing_time"":28941},{""page_index"":2,""viewing_time"":5699},{""page_index"":3,""viewing_time"":3304}]",,
4,55673,,html-slider-response,4,123867,0.0-4.0,mrf0sl8vrwaqtg9eov4o,male,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>",,trial,,25.0,
5,43345,,survey-text,5,167214,0.0-5.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,description,,,"{""Q0"":""I cannot ignore this appeal as I am a survivor. I cannot survive with money either.""}"
6,9514,,survey-likert,6,176732,0.0-6.0-0.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,sympathy,,,"{""Q0"":6}"
7,6553,,survey-likert,7,183290,0.0-6.0-1.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,urgent,,,"{""Q0"":4}"
8,10067,,survey-text,8,193363,0.0-7.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,past-donations,,,"{""Q0"":""60""}"
9,3714,,survey-multi-choice,9,197081,0.0-8.0-0.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,self-cancer,,,"{""Q0"":""Yes""}"
10,5166,,survey-multi-choice,10,202253,0.0-8.0-1.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,ff-cancer,,,"{""Q0"":""No""}"
11,13440,,survey-multi-choice,11,215705,0.0-9.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
12,9184,,survey-text,12,224894,0.0-10.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,age,,,"{""Q0"":""60""}"
13,5758,,survey-text,13,230655,0.0-11.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,purpose,,,"{""Q0"":""""}"
14,3468,,survey-text,14,234125,0.0-12.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,feedback,,,"{""Q0"":""""}"
15,22325,debrief.html,external-html,15,258045,0.0-13.0,mrf0sl8vrwaqtg9eov4o,male,literal,,,,,,
