,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,6909,consent.html,external-html,0,7192,0.0-0.0,ua7f7fz1kq13bdg28ms4,female,battle,,,,,,
1,9345,,image-button-response,1,16544,0.0-1.0,ua7f7fz1kq13bdg28ms4,female,battle,check-1.png,1.0,check1,,,
2,6891,,image-button-response,2,23441,0.0-2.0,ua7f7fz1kq13bdg28ms4,female,battle,check-2.png,1.0,check2,,,
3,15680,,instructions,3,39123,0.0-3.0,ua7f7fz1kq13bdg28ms4,female,battle,,,,"[{""page_index"":0,""viewing_time"":5613},{""page_index"":1,""viewing_time"":2845},{""page_index"":2,""viewing_time"":4754},{""page_index"":3,""viewing_time"":2466}]",,
4,17396,,html-slider-response,4,56523,0.0-4.0,ua7f7fz1kq13bdg28ms4,female,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_fb.png"" class=""main-trial""/>",,trial,,45.0,
5,60862,,survey-text,5,117388,0.0-5.0,ua7f7fz1kq13bdg28ms4,female,battle,,,description,,,"{""Q0"":""the survey lke in the survey and the make in the survey and the make in the survey ""}"
6,6994,,survey-likert,6,124385,0.0-6.0-0.0,ua7f7fz1kq13bdg28ms4,female,battle,,,sympathy,,,"{""Q0"":6}"
7,6331,,survey-likert,7,130720,0.0-6.0-1.0,ua7f7fz1kq13bdg28ms4,female,battle,,,urgent,,,"{""Q0"":5}"
8,9999,,survey-text,8,140724,0.0-7.0,ua7f7fz1kq13bdg28ms4,female,battle,,,past-donations,,,"{""Q0"":""5""}"
9,5646,,survey-multi-choice,9,146379,0.0-8.0-0.0,ua7f7fz1kq13bdg28ms4,female,battle,,,ff-cancer,,,"{""Q0"":""No""}"
10,3581,,survey-multi-choice,10,149967,0.0-8.0-1.0,ua7f7fz1kq13bdg28ms4,female,battle,,,self-cancer,,,"{""Q0"":""No""}"
11,14067,,survey-multi-choice,11,164048,0.0-9.0,ua7f7fz1kq13bdg28ms4,female,battle,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
12,9684,,survey-text,12,173736,0.0-10.0,ua7f7fz1kq13bdg28ms4,female,battle,,,age,,,"{""Q0"":""57""}"
13,5579,,survey-text,13,179316,0.0-11.0,ua7f7fz1kq13bdg28ms4,female,battle,,,purpose,,,"{""Q0"":""nice""}"
14,9064,,survey-text,14,188383,0.0-12.0,ua7f7fz1kq13bdg28ms4,female,battle,,,feedback,,,"{""Q0"":""nice""}"
15,24209,debrief.html,external-html,15,213432,0.0-13.0,ua7f7fz1kq13bdg28ms4,female,battle,,,,,,
