,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,45681,consent.html,external-html,0,45831,0.0-0.0,tcownlh9naa8368osp7z,male,literal,,,,,,
1,3144,,image-button-response,1,48980,0.0-1.0,tcownlh9naa8368osp7z,male,literal,check-1.png,1.0,check1,,,
2,7755,,image-button-response,2,56743,0.0-2.0,tcownlh9naa8368osp7z,male,literal,check-2.png,2.0,check2,,,
3,155599,,instructions,3,212342,0.0-3.0,tcownlh9naa8368osp7z,male,literal,,,,"[{""page_index"":0,""viewing_time"":10154},{""page_index"":1,""viewing_time"":102345},{""page_index"":2,""viewing_time"":39898},{""page_index"":3,""viewing_time"":3199}]",,
4,106469,,html-slider-response,4,318821,0.0-4.0,tcownlh9naa8368osp7z,male,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_ml.png"" class=""main-trial""/>",,trial,,20.0,
5,101345,,survey-text,5,420170,0.0-5.0,tcownlh9naa8368osp7z,male,literal,,,description,,,"{""Q0"":""Mary doesn't like cartoons because they are loud, so she doesn't watch them.\nI have often wanted to drown my troubles, but I can't get my wife to go swimming.""}"
6,62741,,survey-likert,6,482918,0.0-6.0-0.0,tcownlh9naa8368osp7z,male,literal,,,urgent,,,"{""Q0"":4}"
7,14349,,survey-likert,7,497271,0.0-6.0-1.0,tcownlh9naa8368osp7z,male,literal,,,sympathy,,,"{""Q0"":4}"
8,15310,,survey-text,8,512585,0.0-7.0,tcownlh9naa8368osp7z,male,literal,,,past-donations,,,"{""Q0"":""2""}"
9,32310,,survey-multi-choice,9,544895,0.0-8.0-0.0,tcownlh9naa8368osp7z,male,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,12640,,survey-multi-choice,10,557542,0.0-8.0-1.0,tcownlh9naa8368osp7z,male,literal,,,ff-cancer,,,"{""Q0"":""No""}"
11,15587,,survey-multi-choice,11,573168,0.0-9.0,tcownlh9naa8368osp7z,male,literal,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
12,12335,,survey-text,12,585514,0.0-10.0,tcownlh9naa8368osp7z,male,literal,,,age,,,"{""Q0"":""25""}"
13,25121,,survey-text,13,610635,0.0-11.0,tcownlh9naa8368osp7z,male,literal,,,purpose,,,"{""Q0"":""Nothing""}"
14,24133,,survey-text,14,634772,0.0-12.0,tcownlh9naa8368osp7z,male,literal,,,feedback,,,"{""Q0"":""Nothing just i like that""}"
15,16997,debrief.html,external-html,15,651983,0.0-13.0,tcownlh9naa8368osp7z,male,literal,,,,,,
