,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,2190,consent.html,external-html,0,2239,0.0-0.0,nrbv21twz8h9vxndmbo5,male,battle,,,,,,
1,2106,,image-button-response,1,4347,0.0-1.0,nrbv21twz8h9vxndmbo5,male,battle,check-1.png,1.0,check1,,,
2,3082,,image-button-response,2,7430,0.0-2.0,nrbv21twz8h9vxndmbo5,male,battle,check-2.png,2.0,check2,,,
3,15745,,instructions,3,23176,0.0-3.0,nrbv21twz8h9vxndmbo5,male,battle,,,,"[{""page_index"":0,""viewing_time"":4380},{""page_index"":1,""viewing_time"":6483},{""page_index"":2,""viewing_time"":4072},{""page_index"":3,""viewing_time"":810}]",,
4,74825,,html-slider-response,4,98002,0.0-4.0,nrbv21twz8h9vxndmbo5,male,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>",,trial,,5.0,
5,30891,,survey-text,5,128894,0.0-5.0,nrbv21twz8h9vxndmbo5,male,battle,,,description,,,"{""Q0"":""He is recovering from Lymphoma. He needs help for his expenses.""}"
6,5724,,survey-likert,6,134619,0.0-6.0-0.0,nrbv21twz8h9vxndmbo5,male,battle,,,urgent,,,"{""Q0"":5}"
7,1556,,survey-likert,7,136177,0.0-6.0-1.0,nrbv21twz8h9vxndmbo5,male,battle,,,sympathy,,,"{""Q0"":5}"
8,3186,,survey-text,8,139364,0.0-7.0,nrbv21twz8h9vxndmbo5,male,battle,,,past-donations,,,"{""Q0"":""15""}"
9,2885,,survey-multi-choice,9,142251,0.0-8.0-0.0,nrbv21twz8h9vxndmbo5,male,battle,,,ff-cancer,,,"{""Q0"":""Yes""}"
10,1660,,survey-multi-choice,10,143912,0.0-8.0-1.0,nrbv21twz8h9vxndmbo5,male,battle,,,self-cancer,,,"{""Q0"":""Yes""}"
11,5470,,survey-multi-choice,11,149390,0.0-9.0,nrbv21twz8h9vxndmbo5,male,battle,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$75,000 through $99,999"",""Q3"":""Yes""}"
12,2279,,survey-text,12,151671,0.0-10.0,nrbv21twz8h9vxndmbo5,male,battle,,,age,,,"{""Q0"":""36""}"
13,2807,,survey-text,13,154478,0.0-11.0,nrbv21twz8h9vxndmbo5,male,battle,,,purpose,,,"{""Q0"":""""}"
14,1255,,survey-text,14,155734,0.0-12.0,nrbv21twz8h9vxndmbo5,male,battle,,,feedback,,,"{""Q0"":""""}"
15,2000,debrief.html,external-html,15,157923,0.0-13.0,nrbv21twz8h9vxndmbo5,male,battle,,,,,,
