,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,3029,consent.html,external-html,0,3211,0.0-0.0,3vyb3yc9vf7dz9149hb6,male,literal,,,,,,
1,1805,,image-button-response,1,5018,0.0-1.0,3vyb3yc9vf7dz9149hb6,male,literal,check-1.png,1.0,check1,,,
2,2735,,image-button-response,2,7754,0.0-2.0,3vyb3yc9vf7dz9149hb6,male,literal,check-2.png,2.0,check2,,,
3,15560,,instructions,3,23314,0.0-3.0,3vyb3yc9vf7dz9149hb6,male,literal,,,,"[{""page_index"":0,""viewing_time"":3023},{""page_index"":1,""viewing_time"":8592},{""page_index"":2,""viewing_time"":3024},{""page_index"":3,""viewing_time"":921}]",,
4,23518,,html-slider-response,4,46834,0.0-4.0,3vyb3yc9vf7dz9149hb6,male,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>",,trial,,15.0,
5,40367,,survey-text,5,87201,0.0-5.0,3vyb3yc9vf7dz9149hb6,male,literal,,,description,,,"{""Q0"":""He has cancer.  He recently began treatment for it, with chemotherapy occurring bi-weekly.  Any money would really help.""}"
6,7879,,survey-likert,6,95082,0.0-6.0-0.0,3vyb3yc9vf7dz9149hb6,male,literal,,,urgent,,,"{""Q0"":4}"
7,3575,,survey-likert,7,98658,0.0-6.0-1.0,3vyb3yc9vf7dz9149hb6,male,literal,,,sympathy,,,"{""Q0"":4}"
8,2975,,survey-text,8,101633,0.0-7.0,3vyb3yc9vf7dz9149hb6,male,literal,,,past-donations,,,"{""Q0"":""1""}"
9,1919,,survey-multi-choice,9,103554,0.0-8.0-0.0,3vyb3yc9vf7dz9149hb6,male,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,2286,,survey-multi-choice,10,105841,0.0-8.0-1.0,3vyb3yc9vf7dz9149hb6,male,literal,,,ff-cancer,,,"{""Q0"":""No""}"
11,7116,,survey-multi-choice,11,112962,0.0-9.0,3vyb3yc9vf7dz9149hb6,male,literal,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,3158,,survey-text,12,116121,0.0-10.0,3vyb3yc9vf7dz9149hb6,male,literal,,,age,,,"{""Q0"":""37""}"
13,19519,,survey-text,13,135641,0.0-11.0,3vyb3yc9vf7dz9149hb6,male,literal,,,purpose,,,"{""Q0"":""Empathy?  Or how many people entered the donation amount you suggested?""}"
14,1440,,survey-text,14,137082,0.0-12.0,3vyb3yc9vf7dz9149hb6,male,literal,,,feedback,,,"{""Q0"":""""}"
15,1828,debrief.html,external-html,15,139170,0.0-13.0,3vyb3yc9vf7dz9149hb6,male,literal,,,,,,
