,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,10318,consent.html,external-html,0,10403,0.0-0.0,pz951vxcf4wur9qsxhre,male,journey,,,,,,
1,2779,,image-button-response,1,13184,0.0-1.0,pz951vxcf4wur9qsxhre,male,journey,check-1.png,1.0,check1,,,
2,3697,,image-button-response,2,16883,0.0-2.0,pz951vxcf4wur9qsxhre,male,journey,check-2.png,2.0,check2,,,
3,44399,,instructions,3,61284,0.0-3.0,pz951vxcf4wur9qsxhre,male,journey,,,,"[{""page_index"":0,""viewing_time"":13657},{""page_index"":1,""viewing_time"":18660},{""page_index"":2,""viewing_time"":10615},{""page_index"":3,""viewing_time"":1466}]",,
4,62162,,html-slider-response,4,123450,0.0-4.0,pz951vxcf4wur9qsxhre,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_mj.png"" class=""main-trial""/>",,trial,,30.0,
5,63238,,survey-text,5,186688,0.0-5.0,pz951vxcf4wur9qsxhre,male,journey,,,description,,,"{""Q0"":""Jason is a good guy who unfortunately has Lymphoma. The treatment is hard and expensive so their is a crowdfund for the cost of chemotherapy.""}"
6,9158,,survey-likert,6,195848,0.0-6.0-0.0,pz951vxcf4wur9qsxhre,male,journey,,,sympathy,,,"{""Q0"":6}"
7,4147,,survey-likert,7,199996,0.0-6.0-1.0,pz951vxcf4wur9qsxhre,male,journey,,,urgent,,,"{""Q0"":6}"
8,8244,,survey-text,8,208244,0.0-7.0,pz951vxcf4wur9qsxhre,male,journey,,,past-donations,,,"{""Q0"":""0""}"
9,6921,,survey-multi-choice,9,215167,0.0-8.0-0.0,pz951vxcf4wur9qsxhre,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,10649,,survey-multi-choice,10,225817,0.0-8.0-1.0,pz951vxcf4wur9qsxhre,male,journey,,,ff-cancer,,,"{""Q0"":""No""}"
11,48484,,survey-multi-choice,11,274306,0.0-9.0,pz951vxcf4wur9qsxhre,male,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
12,4272,,survey-text,12,278582,0.0-10.0,pz951vxcf4wur9qsxhre,male,journey,,,age,,,"{""Q0"":""20""}"
13,34928,,survey-text,13,313513,0.0-11.0,pz951vxcf4wur9qsxhre,male,journey,,,purpose,,,"{""Q0"":""How the text or format of a crowdfunding campaign affects people's willingness to donate money.""}"
14,7230,,survey-text,14,320743,0.0-12.0,pz951vxcf4wur9qsxhre,male,journey,,,feedback,,,"{""Q0"":""""}"
15,25790,debrief.html,external-html,15,346848,0.0-13.0,pz951vxcf4wur9qsxhre,male,journey,,,,,,
