,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,7215,consent.html,external-html,0,7320,0.0-0.0,g6jnvll7m4fxlu5nb2my,male,journey,,,,,,
1,4174,,image-button-response,1,11499,0.0-1.0,g6jnvll7m4fxlu5nb2my,male,journey,check-1.png,1.0,check1,,,
2,5486,,image-button-response,2,16987,0.0-2.0,g6jnvll7m4fxlu5nb2my,male,journey,check-2.png,2.0,check2,,,
3,60553,,instructions,3,77542,0.0-3.0,g6jnvll7m4fxlu5nb2my,male,journey,,,,"[{""page_index"":0,""viewing_time"":11338},{""page_index"":1,""viewing_time"":38324},{""page_index"":2,""viewing_time"":8700},{""page_index"":3,""viewing_time"":2191}]",,
4,98481,,html-slider-response,4,176027,0.0-4.0,g6jnvll7m4fxlu5nb2my,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,50.0,
5,101492,,survey-text,5,277523,0.0-5.0,g6jnvll7m4fxlu5nb2my,male,journey,,,description,,,"{""Q0"":""Jason has stage 2 lymphoma. something that makes his life very difficult for breathing and movements""}"
6,11385,,survey-likert,6,288912,0.0-6.0-0.0,g6jnvll7m4fxlu5nb2my,male,journey,,,urgent,,,"{""Q0"":6}"
7,5178,,survey-likert,7,294093,0.0-6.0-1.0,g6jnvll7m4fxlu5nb2my,male,journey,,,sympathy,,,"{""Q0"":6}"
8,8099,,survey-text,8,302194,0.0-7.0,g6jnvll7m4fxlu5nb2my,male,journey,,,past-donations,,,"{""Q0"":""0""}"
9,3876,,survey-multi-choice,9,306073,0.0-8.0-0.0,g6jnvll7m4fxlu5nb2my,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,5499,,survey-multi-choice,10,311575,0.0-8.0-1.0,g6jnvll7m4fxlu5nb2my,male,journey,,,ff-cancer,,,"{""Q0"":""No""}"
11,22306,,survey-multi-choice,11,333890,0.0-9.0,g6jnvll7m4fxlu5nb2my,male,journey,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
12,4786,,survey-text,12,338679,0.0-10.0,g6jnvll7m4fxlu5nb2my,male,journey,,,age,,,"{""Q0"":""27""}"
13,40381,,survey-text,13,379064,0.0-11.0,g6jnvll7m4fxlu5nb2my,male,journey,,,purpose,,,"{""Q0"":""the charitable and morality and sympathy of someone's character""}"
14,3254,,survey-text,14,382319,0.0-12.0,g6jnvll7m4fxlu5nb2my,male,journey,,,feedback,,,"{""Q0"":""""}"
15,11977,debrief.html,external-html,15,394763,0.0-13.0,g6jnvll7m4fxlu5nb2my,male,journey,,,,,,
