,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,15991,consent.html,external-html,0,16419,0.0-0.0,sd87q2ff5o46yutcgl2r,male,journey,,,,,,
1,2194,,image-button-response,1,18616,0.0-1.0,sd87q2ff5o46yutcgl2r,male,journey,check-1.png,1.0,check1,,,
2,2509,,image-button-response,2,21126,0.0-2.0,sd87q2ff5o46yutcgl2r,male,journey,check-2.png,2.0,check2,,,
3,8446,,instructions,3,29573,0.0-3.0,sd87q2ff5o46yutcgl2r,male,journey,,,,"[{""page_index"":0,""viewing_time"":3343},{""page_index"":1,""viewing_time"":1247},{""page_index"":2,""viewing_time"":3231},{""page_index"":3,""viewing_time"":624}]",,
4,5629,,html-slider-response,4,35203,0.0-4.0,sd87q2ff5o46yutcgl2r,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,0.0,
5,4491,,survey-text,5,39696,0.0-5.0,sd87q2ff5o46yutcgl2r,male,journey,,,description,,,"{""Q0"":""bad""}"
6,3173,,survey-likert,6,42870,0.0-6.0-0.0,sd87q2ff5o46yutcgl2r,male,journey,,,sympathy,,,"{""Q0"":4}"
7,895,,survey-likert,7,43783,0.0-6.0-1.0,sd87q2ff5o46yutcgl2r,male,journey,,,urgent,,,"{""Q0"":3}"
8,1930,,survey-text,8,45734,0.0-7.0,sd87q2ff5o46yutcgl2r,male,journey,,,past-donations,,,"{""Q0"":""0""}"
9,2125,,survey-multi-choice,9,47861,0.0-8.0-0.0,sd87q2ff5o46yutcgl2r,male,journey,,,ff-cancer,,,"{""Q0"":""No""}"
10,1534,,survey-multi-choice,10,49414,0.0-8.0-1.0,sd87q2ff5o46yutcgl2r,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
11,5814,,survey-multi-choice,11,55252,0.0-9.0,sd87q2ff5o46yutcgl2r,male,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,2198,,survey-text,12,57468,0.0-10.0,sd87q2ff5o46yutcgl2r,male,journey,,,age,,,"{""Q0"":""22""}"
13,1613,,survey-text,13,59082,0.0-11.0,sd87q2ff5o46yutcgl2r,male,journey,,,purpose,,,"{""Q0"":""""}"
14,927,,survey-text,14,60011,0.0-12.0,sd87q2ff5o46yutcgl2r,male,journey,,,feedback,,,"{""Q0"":""""}"
15,2126,debrief.html,external-html,15,62971,0.0-13.0,sd87q2ff5o46yutcgl2r,male,journey,,,,,,
